paper_title,paper_authors
Robust 3D Self-Portraits in Seconds,"Zhe Li, Tao Yu, Chuanyu Pan, Zerong Zheng, Yebin Liu"
Learning to Cluster Faces via Confidence and Connectivity Estimation,"Lei Yang, Dapeng Chen, Xiaohang Zhan, Rui Zhao, Chen Change Loy, Dahua Lin"
CNN-Generated Images Are Surprisingly Easy to Spot... for Now,"Sheng-Yu Wang, Oliver Wang, Richard Zhang, Andrew Owens, Alexei A. Efros"
Instance Shadow Detection,"Tianyu Wang, Xiaowei Hu, Qiong Wang, Pheng-Ann Heng, Chi-Wing Fu"
Rethinking Performance Estimation in Neural Architecture Search,"Xiawu Zheng, Rongrong Ji, Qiang Wang, Qixiang Ye, Zhenguo Li, Yonghong Tian, Qi Tian"
Determinant Regularization for Gradient-Efficient Graph Matching,"Tianshu Yu, Junchi Yan, Baoxin Li"
MemNAS: Memory-Efficient Neural Architecture Search With Grow-Trim Learning,"Peiye Liu, Bo Wu, Huadong Ma, Mingoo Seok"
Revisiting the Sibling Head in Object Detector,"Guanglu Song, Yu Liu, Xiaogang Wang"
A Stochastic Conditioning Scheme for Diverse Human Motion Prediction,"Sadegh Aliakbarian, Fatemeh Sadat Saleh, Mathieu Salzmann, Lars Petersson, Stephen Gould"
Deep Distance Transform for Tubular Structure Segmentation in CT Scans,"Yan Wang, Xu Wei, Fengze Liu, Jieneng Chen, Yuyin Zhou, Wei Shen, Elliot K. Fishman, Alan L. Yuille"
EcoNAS: Finding Proxies for Economical Neural Architecture Search,"Dongzhan Zhou, Xinchi Zhou, Wenwei Zhang, Chen Change Loy, Shuai Yi, Xuesen Zhang, Wanli Ouyang"
Can Facial Pose and Expression Be Separated With Weak Perspective Camera?,"Evangelos Sariyanidi, Casey J. Zampella, Robert T. Schultz, Birkan Tunc"
FineGym: A Hierarchical Video Dataset for Fine-Grained Action Understanding,"Dian Shao, Yue Zhao, Bo Dai, Dahua Lin"
Norm-Aware Embedding for Efficient Person Search,"Di Chen, Shanshan Zhang, Jian Yang, Bernt Schiele"
Probability Weighted Compact Feature for Domain Adaptive Retrieval,"Fuxiang Huang, Lei Zhang, Yang Yang, Xichuan Zhou"
What Does Plate Glass Reveal About Camera Calibration?,"Qian Zheng, Jinnan Chen, Zhan Lu, Boxin Shi, Xudong Jiang, Kim-Hui Yap, Ling-Yu Duan, Alex C. Kot"
Syntax-Aware Action Targeting for Video Captioning,"Qi Zheng, Chaoyue Wang, Dacheng Tao"
Compositional Convolutional Neural Networks: A Deep Architecture With Innate Robustness to Partial Occlusion,"Adam Kortylewski, Ju He, Qing Liu, Alan L. Yuille"
One Man's Trash Is Another Man's Treasure: Resisting Adversarial Examples by Adversarial Examples,"Chang Xiao, Changxi Zheng"
On Vocabulary Reliance in Scene Text Recognition,"Zhaoyi Wan, Jielei Zhang, Liang Zhang, Jiebo Luo, Cong Yao"
Cascade EF-GAN: Progressive Facial Expression Editing With Local Focuses,"Rongliang Wu, Gongjie Zhang, Shijian Lu, Tao Chen"
Image Processing Using Multi-Code GAN Prior,"Jinjin Gu, Yujun Shen, Bolei Zhou"
Imitative Non-Autoregressive Modeling for Trajectory Forecasting and Imputation,"Mengshi Qi, Jie Qin, Yu Wu, Yi Yang"
TPNet: Trajectory Proposal Network for Motion Prediction,"Liangji Fang, Qinhong Jiang, Jianping Shi, Bolei Zhou"
ColorFool: Semantic Adversarial Colorization,"Ali Shahin Shamsabadi, Ricardo Sanchez-Matilla, Andrea Cavallaro"
Hi-CMD: Hierarchical Cross-Modality Disentanglement for Visible-Infrared Person Re-Identification,"Seokeon Choi, Sumin Lee, Youngeun Kim, Taekyung Kim, Changick Kim"
Part-Aware Context Network for Human Parsing,"Xiaomei Zhang, Yingying Chen, Bingke Zhu, Jinqiao Wang, Ming Tang"
Bi3D: Stereo Depth Estimation via Binary Classifications,"Abhishek Badki, Alejandro Troccoli, Kihwan Kim, Jan Kautz, Pradeep Sen, Orazio Gallo"
Say As You Wish: Fine-Grained Control of Image Caption Generation With Abstract Scene Graphs,"Shizhe Chen, Qin Jin, Peng Wang, Qi Wu"
Lighthouse: Predicting Lighting Volumes for Spatially-Coherent Illumination,"Pratul P. Srinivasan, Ben Mildenhall, Matthew Tancik, Jonathan T. Barron, Richard Tucker, Noah Snavely"
"D3VO: Deep Depth, Deep Pose and Deep Uncertainty for Monocular Visual Odometry","Nan Yang, Lukas von Stumberg, Rui Wang, Daniel Cremers"
TESA: Tensor Element Self-Attention via Matricization,"Francesca Babiloni, Ioannis Marras, Gregory Slabaugh, Stefanos Zafeiriou"
Joint Texture and Geometry Optimization for RGB-D Reconstruction,"Yanping Fu, Qingan Yan, Jie Liao, Chunxia Xiao"
Fantastic Answers and Where to Find Them: Immersive Question-Directed Visual Attention,"Ming Jiang, Shi Chen, Jinhui Yang, Qi Zhao"
Clean-Label Backdoor Attacks on Video Recognition Models,"Shihao Zhao, Xingjun Ma, Xiang Zheng, James Bailey, Jingjing Chen, Yu-Gang Jiang"
Hyperbolic Visual Embedding Learning for Zero-Shot Recognition,"Shaoteng Liu, Jingjing Chen, Liangming Pan, Chong-Wah Ngo, Tat-Seng Chua, Yu-Gang Jiang"
Dynamic Multiscale Graph Neural Networks for 3D Skeleton Based Human Motion Prediction,"Maosen Li, Siheng Chen, Yangheng Zhao, Ya Zhang, Yanfeng Wang, Qi Tian"
RPM-Net: Robust Point Matching Using Learned Features,"Zi Jian Yew, Gim Hee Lee"
LSM: Learning Subspace Minimization for Low-Level Vision,"Chengzhou Tang, Lu Yuan, Ping Tan"
"Total3DUnderstanding: Joint Layout, Object Pose and Mesh Reconstruction for Indoor Scenes From a Single Image","Yinyu Nie, Xiaoguang Han, Shihui Guo, Yujian Zheng, Jian Chang, Jian Jun Zhang"
Improving One-Shot NAS by Suppressing the Posterior Fading,"Xiang Li, Chen Lin, Chuming Li, Ming Sun, Wei Wu, Junjie Yan, Wanli Ouyang"
Erasing Integrated Learning: A Simple Yet Effective Approach for Weakly Supervised Object Localization,"Jinjie Mai, Meng Yang, Wenfeng Luo"
GPS-Net: Graph Property Sensing Network for Scene Graph Generation,"Xin Lin, Changxing Ding, Jinquan Zeng, Dacheng Tao"
Understanding Human Hands in Contact at Internet Scale,"Dandan Shan, Jiaqi Geng, Michelle Shu, David F. Fouhey"
Self-Supervised Deep Visual Odometry With Online Adaptation,"Shunkai Li, Xin Wang, Yingdian Cao, Fei Xue, Zike Yan, Hongbin Zha"
Through the Looking Glass: Neural 3D Reconstruction of Transparent Shapes,"Zhengqin Li, Yu-Ying Yeh, Manmohan Chandraker"
Self-Supervised Equivariant Attention Mechanism for Weakly Supervised Semantic Segmentation,"Yude Wang, Jie Zhang, Meina Kan, Shiguang Shan, Xilin Chen"
Weakly-Supervised Semantic Segmentation via Sub-Category Exploration,"Yu-Ting Chang, Qiaosong Wang, Wei-Chih Hung, Robinson Piramuthu, Yi-Hsuan Tsai, Ming-Hsuan Yang"
Recursive Social Behavior Graph for Trajectory Prediction,"Jianhua Sun, Qinhong Jiang, Cewu Lu"
TBT: Targeted Neural Network Attack With Bit Trojan,"Adnan Siraj Rakin, Zhezhi He, Deliang Fan"
Normalizing Flows With Multi-Scale Autoregressive Priors,"Apratim Bhattacharyya, Shweta Mahajan, Mario Fritz, Bernt Schiele, Stefan Roth"
Attention Scaling for Crowd Counting,"Xiaoheng Jiang, Li Zhang, Mingliang Xu, Tianzhu Zhang, Pei Lv, Bing Zhou, Xin Yang, Yanwei Pang"
End-to-End Learning of Visual Representations From Uncurated Instructional Videos,"Antoine Miech, Jean-Baptiste Alayrac, Lucas Smaira, Ivan Laptev, Josef Sivic, Andrew Zisserman"
Dynamic Neural Relational Inference,"Colin Graber, Alexander G. Schwing"
FocalMix: Semi-Supervised Learning for 3D Medical Image Detection,"Dong Wang, Yuan Zhang, Kexin Zhang, Liwei Wang"
"OrigamiNet: Weakly-Supervised, Segmentation-Free, One-Step, Full Page Text Recognition by learning to unfold","Mohamed Yousef, Tom E. Bishop"
Embedding Expansion: Augmentation in Embedding Space for Deep Metric Learning,"Byungsoo Ko, Geonmo Gu"
Bi-Directional Relationship Inferring Network for Referring Image Segmentation,"Zhiwei Hu, Guang Feng, Jiayu Sun, Lihe Zhang, Huchuan Lu"
Hierarchical Graph Attention Network for Visual Relationship Detection,"Li Mi, Zhenzhong Chen"
LT-Net: Label Transfer by Learning Reversible Voxel-Wise Correspondence for One-Shot Medical Image Segmentation,"Shuxin Wang, Shilei Cao, Dong Wei, Renzhen Wang, Kai Ma, Liansheng Wang, Deyu Meng, Yefeng Zheng"
FastDVDnet: Towards Real-Time Deep Video Denoising Without Flow Estimation,"Matias Tassano, Julie Delon, Thomas Veit"
Neural Implicit Embedding for Point Cloud Analysis,"Kent Fujiwara, Taiichi Hashimoto"
Transferring Dense Pose to Proximal Animal Classes,"Artsiom Sanakoyeu, Vasil Khalidov, Maureen S. McCarthy, Andrea Vedaldi, Natalia Neverova"
Composed Query Image Retrieval Using Locally Bounded Features,"Mehrdad Hosseinzadeh, Yang Wang"
Better Captioning With Sequence-Level Exploration,"Jia Chen, Qin Jin"
Suppressing Uncertainties for Large-Scale Facial Expression Recognition,"Kai Wang, Xiaojiang Peng, Jianfei Yang, Shijian Lu, Yu Qiao"
Variational-EM-Based Deep Learning for Noise-Blind Image Deblurring,"Yuesong Nan, Yuhui Quan, Hui Ji"
Moving in the Right Direction: A Regularization for Deep Metric Learning,"Deen Dayal Mohan, Nishant Sankaran, Dennis Fedorishin, Srirangaraj Setlur, Venu Govindaraju"
Scale-Space Flow for End-to-End Optimized Video Compression,"Eirikur Agustsson, David Minnen, Nick Johnston, Johannes Balle, Sung Jin Hwang, George Toderici"
Central Similarity Quantization for Efficient Image and Video Retrieval,"Li Yuan, Tao Wang, Xiaopeng Zhang, Francis EH Tay, Zequn Jie, Wei Liu, Jiashi Feng"
Improved Few-Shot Visual Classification,"Peyman Bateni, Raghav Goyal, Vaden Masrani, Frank Wood, Leonid Sigal"
StyleRig: Rigging StyleGAN for 3D Control Over Portrait Images,"Ayush Tewari, Mohamed Elgharib, Gaurav Bharaj, Florian Bernard, Hans-Peter Seidel, Patrick Perez, Michael Zollhofer, Christian Theobalt"
Taking a Deeper Look at Co-Salient Object Detection,"Deng-Ping Fan, Zheng Lin, Ge-Peng Ji, Dingwen Zhang, Huazhu Fu, Ming-Ming Cheng"
Visual Chirality,"Zhiqiu Lin, Jin Sun, Abe Davis, Noah Snavely"
Semantic Pyramid for Image Generation,"Assaf Shocher, Yossi Gandelsman, Inbar Mosseri, Michal Yarom, Michal Irani, William T. Freeman, Tali Dekel"
Celeb-DF: A Large-Scale Challenging Dataset for DeepFake Forensics,"Yuezun Li, Xin Yang, Pu Sun, Honggang Qi, Siwei Lyu"
Neural Architecture Search for Lightweight Non-Local Networks,"Yingwei Li, Xiaojie Jin, Jieru Mei, Xiaochen Lian, Linjie Yang, Cihang Xie, Qihang Yu, Yuyin Zhou, Song Bai, Alan L. Yuille"
Towards Backward-Compatible Representation Learning,"Yantao Shen, Yuanjun Xiong, Wei Xia, Stefano Soatto"
TEA: Temporal Excitation and Aggregation for Action Recognition,"Yan Li, Bin Ji, Xintian Shi, Jianguo Zhang, Bin Kang, Limin Wang"
Private-kNN: Practical Differential Privacy for Computer Vision,"Yuqing Zhu, Xiang Yu, Manmohan Chandraker, Yu-Xiang Wang"
Global-Local GCN: Large-Scale Label Noise Cleansing for Face Recognition,"Yaobin Zhang, Weihong Deng, Mei Wang, Jiani Hu, Xian Li, Dongyue Zhao, Dongchao Wen"
Unsupervised Person Re-Identification via Softened Similarity Learning,"Yutian Lin, Lingxi Xie, Yu Wu, Chenggang Yan, Qi Tian"
Old Is Gold: Redefining the Adversarially Learned One-Class Classifier Training Paradigm,"Muhammad Zaigham Zaheer, Jin-Ha Lee, Marcella Astrid, Seung-Ik Lee"
Adaptive Graph Convolutional Network With Attention Graph Clustering for Co-Saliency Detection,"Kaihua Zhang, Tengpeng Li, Shiwen Shen, Bo Liu, Jin Chen, Qingshan Liu"
Frequency Domain Compact 3D Convolutional Neural Networks,"Hanting Chen, Yunhe Wang, Han Shu, Yehui Tang, Chunjing Xu, Boxin Shi, Chao Xu, Qi Tian, Chang Xu"
Cops-Ref: A New Dataset and Task on Compositional Referring Expression Comprehension,"Zhenfang Chen, Peng Wang, Lin Ma, Kwan-Yee K. Wong, Qi Wu"
UniPose: Unified Human Pose Estimation in Single Images and Videos,"Bruno Artacho, Andreas Savakis"
Revisiting Saliency Metrics: Farthest-Neighbor Area Under Curve,"Sen Jia, Neil D. B. Bruce"
Learning Longterm Representations for Person Re-Identification Using Radio Signals,"Lijie Fan, Tianhong Li, Rongyao Fang, Rumen Hristov, Yuan Yuan, Dina Katabi"
Novel View Synthesis of Dynamic Scenes With Globally Coherent Depths From a Monocular Camera,"Jae Shin Yoon, Kihwan Kim, Orazio Gallo, Hyun Soo Park, Jan Kautz"
Structured Compression by Weight Encryption for Unstructured Pruning and Quantization,"Se Jung Kwon, Dongsoo Lee, Byeongwook Kim, Parichay Kapoor, Baeseong Park, Gu-Yeon Wei"
DSNAS: Direct Neural Architecture Search Without Parameter Retraining,"Shoukang Hu, Sirui Xie, Hehui Zheng, Chunxiao Liu, Jianping Shi, Xunying Liu, Dahua Lin"
Cogradient Descent for Bilinear Optimization,"Li'an Zhuo, Baochang Zhang, Linlin Yang, Hanlin Chen, Qixiang Ye, David Doermann, Rongrong Ji, Guodong Guo"
ARCH: Animatable Reconstruction of Clothed Humans,"Zeng Huang, Yuanlu Xu, Christoph Lassner, Hao Li, Tony Tung"
SESS: Self-Ensembling Semi-Supervised 3D Object Detection,"Na Zhao, Tat-Seng Chua, Gim Hee Lee"
AdversarialNAS: Adversarial Neural Architecture Search for GANs,"Chen Gao, Yunpeng Chen, Si Liu, Zhenxiong Tan, Shuicheng Yan"
Deep Implicit Volume Compression,"Danhang Tang, Saurabh Singh, Philip A. Chou, Christian Hane, Mingsong Dou, Sean Fanello, Jonathan Taylor, Philip Davidson, Onur G. Guleryuz, Yinda Zhang, Shahram Izadi, Andrea Tagliasacchi, Sofien Bouaziz, Cem Keskin"
"Panoptic-DeepLab: A Simple, Strong, and Fast Baseline for Bottom-Up Panoptic Segmentation","Bowen Cheng, Maxwell D. Collins, Yukun Zhu, Ting Liu, Thomas S. Huang, Hartwig Adam, Liang-Chieh Chen"
Belief Propagation Reloaded: Learning BP-Layers for Labeling Problems,"Patrick Knobelreiter, Christian Sormann, Alexander Shekhovtsov, Friedrich Fraundorfer, Thomas Pock"
Multi-Domain Learning for Accurate and Few-Shot Color Constancy,"Jin Xiao, Shuhang Gu, Lei Zhang"
Spatio-Temporal Graph for Video Captioning With Knowledge Distillation,"Boxiao Pan, Haoye Cai, De-An Huang, Kuan-Hui Lee, Adrien Gaidon, Ehsan Adeli, Juan Carlos Niebles"
DoveNet: Deep Image Harmonization via Domain Verification,"Wenyan Cong, Jianfu Zhang, Li Niu, Liu Liu, Zhixin Ling, Weiyuan Li, Liqing Zhang"
Computing the Testing Error Without a Testing Set,"Ciprian A. Corneanu, Sergio Escalera, Aleix M. Martinez"
ACNe: Attentive Context Normalization for Robust Permutation-Equivariant Learning,"Weiwei Sun, Wei Jiang, Eduard Trulls, Andrea Tagliasacchi, Kwang Moo Yi"
Self-Supervised 3D Human Pose Estimation via Part Guided Novel Image Synthesis,"Jogendra Nath Kundu, Siddharth Seth, Varun Jampani, Mugalodi Rakesh, R. Venkatesh Babu, Anirban Chakraborty"
Conditional Channel Gated Networks for Task-Aware Continual Learning,"Davide Abati, Jakub Tomczak, Tijmen Blankevoort, Simone Calderara, Rita Cucchiara, Babak Ehteshami Bejnordi"
ViBE: Dressing for Diverse Body Shapes,"Wei-Lin Hsiao, Kristen Grauman"
Self-Supervised Learning of Interpretable Keypoints From Unlabelled Videos,"Tomas Jakab, Ankush Gupta, Hakan Bilen, Andrea Vedaldi"
Polishing Decision-Based Adversarial Noise With a Customized Sampling,"Yucheng Shi, Yahong Han, Qi Tian"
Density-Based Clustering for 3D Object Detection in Point Clouds,"Syeda Mariam Ahmed, Chee Meng Chew"
Distribution-Aware Coordinate Representation for Human Pose Estimation,"Feng Zhang, Xiatian Zhu, Hanbin Dai, Mao Ye, Ce Zhu"
G2L-Net: Global to Local Network for Real-Time 6D Pose Estimation With Embedding Vector Features,"Wei Chen, Xi Jia, Hyung Jin Chang, Jinming Duan, Ales Leonardis"
Diverse Image Generation via Self-Conditioned GANs,"Steven Liu, Tongzhou Wang, David Bau, Jun-Yan Zhu, Antonio Torralba"
Attention Mechanism Exploits Temporal Contexts: Real-Time 3D Human Pose Reconstruction,"Ruixu Liu, Ju Shen, He Wang, Chen Chen, Sen-ching Cheung, Vijayan Asari"
Pattern-Structure Diffusion for Multi-Task Learning,"Ling Zhou, Zhen Cui, Chunyan Xu, Zhenyu Zhang, Chaoqun Wang, Tong Zhang, Jian Yang"
A Certifiably Globally Optimal Solution to Generalized Essential Matrix Estimation,"Ji Zhao, Wanting Xu, Laurent Kneip"
MaskFlownet: Asymmetric Feature Matching With Learnable Occlusion Mask,"Shengyu Zhao, Yilun Sheng, Yue Dong, Eric I-Chao Chang, Yan Xu"
On the Acceleration of Deep Learning Model Parallelism With Staleness,"An Xu, Zhouyuan Huo, Heng Huang"
Video Panoptic Segmentation,"Dahun Kim, Sanghyun Woo, Joon-Young Lee, In So Kweon"
3FabRec: Fast Few-Shot Face Alignment by Reconstruction,"Bjorn Browatzki, Christian Wallraven"
Self-Supervised Scene De-Occlusion,"Xiaohang Zhan, Xingang Pan, Bo Dai, Ziwei Liu, Dahua Lin, Chen Change Loy"
Structured Multi-Hashing for Model Compression,"Elad Eban, Yair Movshovitz-Attias, Hao Wu, Mark Sandler, Andrew Poon, Yerlan Idelbayev, Miguel A. Carreira-Perpinan"
MARMVS: Matching Ambiguity Reduced Multiple View Stereo for Efficient Large Scale Scene Reconstruction,"Zhenyu Xu, Yiguang Liu, Xuelei Shi, Ying Wang, Yunan Zheng"
DeepFLASH: An Efficient Network for Learning-Based Medical Image Registration,"Jian Wang, Miaomiao Zhang"
Maintaining Discrimination and Fairness in Class Incremental Learning,"Bowen Zhao, Xi Xiao, Guojun Gan, Bin Zhang, Shu-Tao Xia"
Bodies at Rest: 3D Human Pose and Shape Estimation From a Pressure Image Using Synthetic Data,"Henry M. Clever, Zackory Erickson, Ariel Kapusta, Greg Turk, Karen Liu, Charles C. Kemp"
Structure Boundary Preserving Segmentation for Medical Image With Ambiguous Boundary,"Hong Joo Lee, Jung Uk Kim, Sangmin Lee, Hak Gu Kim, Yong Man Ro"
ZeroQ: A Novel Zero Shot Quantization Framework,"Yaohui Cai, Zhewei Yao, Zhen Dong, Amir Gholami, Michael W. Mahoney, Kurt Keutzer"
Cars Can't Fly Up in the Sky: Improving Urban-Scene Segmentation via Height-Driven Attention Networks,"Sungha Choi, Joanne T. Kim, Jaegul Choo"
Residual Feature Aggregation Network for Image Super-Resolution,"Jie Liu, Wenjie Zhang, Yuting Tang, Jie Tang, Gangshan Wu"
Learning Visual Motion Segmentation Using Event Surfaces,"Anton Mitrokhin, Zhiyuan Hua, Cornelia Fermuller, Yiannis Aloimonos"
Compressed Volumetric Heatmaps for Multi-Person 3D Pose Estimation,"Matteo Fabbri, Fabio Lanzi, Simone Calderara, Stefano Alletto, Rita Cucchiara"
Context-Aware and Scale-Insensitive Temporal Repetition Counting,"Huaidong Zhang, Xuemiao Xu, Guoqiang Han, Shengfeng He"
Orthogonal Convolutional Neural Networks,"Jiayun Wang, Yubei Chen, Rudrasis Chakraborty, Stella X. Yu"
3D-MPA: Multi-Proposal Aggregation for 3D Semantic Instance Segmentation,"Francis Engelmann, Martin Bokeloh, Alireza Fathi, Bastian Leibe, Matthias Niessner"
DEPARA: Deep Attribution Graph for Deep Knowledge Transferability,"Jie Song, Yixin Chen, Jingwen Ye, Xinchao Wang, Chengchao Shen, Feng Mao, Mingli Song"
Just Go With the Flow: Self-Supervised Scene Flow Estimation,"Himangi Mittal, Brian Okorn, David Held"
Domain Adaptive Image-to-Image Translation,"Ying-Cong Chen, Xiaogang Xu, Jiaya Jia"
Disentangling and Unifying Graph Convolutions for Skeleton-Based Action Recognition,"Ziyu Liu, Hongwen Zhang, Zhenghao Chen, Zhiyong Wang, Wanli Ouyang"
Set-Constrained Viterbi for Set-Supervised Action Segmentation,"Jun Li, Sinisa Todorovic"
Video Playback Rate Perception for Self-Supervised Spatio-Temporal Representation Learning,"Yuan Yao, Chang Liu, Dezhao Luo, Yu Zhou, Qixiang Ye"
Category-Level Articulated Object Pose Estimation,"Xiaolong Li, He Wang, Li Yi, Leonidas J. Guibas, A. Lynn Abbott, Shuran Song"
Fast Sparse ConvNets,"Erich Elsen, Marat Dukhan, Trevor Gale, Karen Simonyan"
Warping Residual Based Image Stitching for Large Parallax,"Kyu-Yul Lee, Jae-Young Sim"
ImVoteNet: Boosting 3D Object Detection in Point Clouds With Image Votes,"Charles R. Qi, Xinlei Chen, Or Litany, Leonidas J. Guibas"
Learning a Weakly-Supervised Video Actor-Action Segmentation Model With a Wise Selection,"Jie Chen, Zhiheng Li, Jiebo Luo, Chenliang Xu"
GLU-Net: Global-Local Universal Network for Dense Flow and Correspondences,"Prune Truong, Martin Danelljan, Radu Timofte"
Achieving Robustness in the Wild via Adversarial Mixing With Disentangled Representations,"Sven Gowal, Chongli Qin, Po-Sen Huang, Taylan Cemgil, Krishnamurthy Dvijotham, Timothy Mann, Pushmeet Kohli"
